,YEAR,MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,DEST,DEST_STATE_ABR,CRS_DEP_TIME,CRS_ELAPSED_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,ARR_DELAY
0,2004,10,1,AA,DFW,TX,946,79.0,224.0,0.0,0.0,222.0,0.0,0.0,222.0
1,2004,10,7,AA,DFW,TX,946,79.0,224.0,78.0,0.0,0.0,0.0,0.0,78.0
2,2004,10,5,AA,DFW,TX,1918,74.0,224.0,0.0,0.0,122.0,0.0,0.0,122.0
3,2004,10,3,AA,DFW,TX,1918,74.0,224.0,0.0,0.0,28.0,0.0,0.0,28.0
4,2004,10,5,AA,DFW,TX,1918,74.0,224.0,0.0,0.0,0.0,0.0,44.0,44.0
5,2004,10,7,AA,DFW,TX,1918,74.0,224.0,0.0,0.0,0.0,0.0,108.0,108.0
6,2004,10,4,AA,DFW,TX,1918,74.0,224.0,12.0,0.0,10.0,0.0,0.0,22.0
7,2004,10,7,AA,DFW,TX,1918,74.0,224.0,0.0,0.0,2.0,0.0,44.0,46.0
8,2004,10,1,AA,DFW,TX,800,75.0,224.0,0.0,0.0,238.0,0.0,0.0,238.0
9,2004,10,2,AA,DFW,TX,800,75.0,224.0,45.0,0.0,0.0,0.0,0.0,45.0
10,2004,10,5,AA,DFW,TX,800,75.0,224.0,0.0,0.0,16.0,0.0,0.0,16.0
11,2004,10,1,AA,DFW,TX,800,75.0,224.0,0.0,0.0,15.0,0.0,0.0,15.0
12,2004,10,7,AA,DFW,TX,800,75.0,224.0,62.0,0.0,0.0,0.0,0.0,62.0
13,2004,10,6,AA,DFW,TX,800,75.0,224.0,117.0,0.0,0.0,0.0,0.0,117.0
14,2004,10,7,AA,MIA,FL,1907,139.0,964.0,0.0,0.0,6.0,0.0,11.0,17.0
15,2004,10,7,AA,MIA,FL,1907,139.0,964.0,223.0,0.0,0.0,0.0,28.0,251.0
16,2004,10,7,AA,MIA,FL,1907,139.0,964.0,0.0,0.0,31.0,0.0,0.0,31.0
17,2004,10,1,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,8.0,0.0,23.0,31.0
18,2004,10,3,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,35.0,0.0,0.0,35.0
19,2004,10,5,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,89.0,0.0,20.0,109.0
20,2004,10,7,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,23.0,0.0,0.0,23.0
21,2004,10,1,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,42.0,0.0,29.0,71.0
22,2004,10,2,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,17.0,0.0,0.0,17.0
23,2004,10,4,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,0.0,0.0,138.0,138.0
24,2004,10,5,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,32.0,0.0,0.0,32.0
25,2004,10,4,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,31.0,0.0,0.0,31.0
26,2004,10,5,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,28.0,0.0,0.0,28.0
27,2004,10,6,AA,ORD,IL,1602,153.0,925.0,0.0,0.0,67.0,0.0,0.0,67.0
28,2004,10,1,AA,MIA,FL,1351,147.0,964.0,0.0,0.0,33.0,0.0,0.0,33.0
29,2004,10,6,AA,MIA,FL,1351,147.0,964.0,0.0,0.0,15.0,0.0,0.0,15.0
30,2004,10,4,AA,ORD,IL,1804,157.0,925.0,0.0,1.0,0.0,0.0,92.0,93.0
31,2004,10,5,AA,ORD,IL,1804,157.0,925.0,0.0,0.0,38.0,0.0,48.0,86.0
32,2004,10,4,AA,ORD,IL,1804,157.0,925.0,0.0,0.0,27.0,0.0,0.0,27.0
33,2004,10,7,AA,ORD,IL,1804,157.0,925.0,0.0,0.0,0.0,0.0,29.0,29.0
34,2004,10,1,AA,MIA,FL,1120,146.0,964.0,0.0,0.0,17.0,0.0,105.0,122.0
35,2004,10,7,AA,MIA,FL,1120,146.0,964.0,29.0,0.0,0.0,0.0,33.0,62.0
36,2004,10,6,AA,MIA,FL,1120,146.0,964.0,0.0,0.0,42.0,0.0,0.0,42.0
37,2004,10,1,AA,DFW,TX,1325,68.0,224.0,0.0,0.0,67.0,0.0,90.0,157.0
38,2004,10,2,AA,DFW,TX,1325,68.0,224.0,15.0,0.0,10.0,0.0,0.0,25.0
39,2004,10,4,AA,DFW,TX,1325,68.0,224.0,0.0,0.0,27.0,0.0,0.0,27.0
40,2004,10,5,AA,DFW,TX,1325,68.0,224.0,0.0,0.0,18.0,0.0,0.0,18.0
41,2004,10,2,AA,DFW,TX,1325,68.0,224.0,0.0,0.0,15.0,0.0,0.0,15.0
42,2004,10,6,AA,DFW,TX,1325,68.0,224.0,0.0,0.0,8.0,0.0,14.0,22.0
43,2004,10,7,AA,DFW,TX,1325,68.0,224.0,0.0,0.0,33.0,0.0,0.0,33.0
44,2004,10,1,AA,DFW,TX,1325,68.0,224.0,0.0,0.0,117.0,0.0,0.0,117.0
45,2004,10,1,AA,DFW,TX,700,70.0,224.0,0.0,0.0,69.0,0.0,0.0,69.0
46,2004,10,2,AA,DFW,TX,700,70.0,224.0,9.0,0.0,8.0,0.0,0.0,17.0
47,2004,10,5,AA,DFW,TX,700,70.0,224.0,73.0,0.0,0.0,0.0,0.0,73.0
48,2004,10,3,AA,ORD,IL,1200,155.0,925.0,0.0,0.0,0.0,0.0,52.0,52.0
49,2004,10,5,AA,ORD,IL,1200,155.0,925.0,0.0,0.0,111.0,0.0,0.0,111.0
50,2004,10,1,AA,ORD,IL,1200,155.0,925.0,0.0,0.0,0.0,0.0,37.0,37.0
51,2004,10,1,AA,ORD,IL,1200,155.0,925.0,0.0,0.0,31.0,0.0,0.0,31.0
52,2004,10,6,AA,ORD,IL,1200,155.0,925.0,0.0,0.0,11.0,0.0,90.0,101.0
53,2004,10,7,AA,ORD,IL,1200,138.0,925.0,371.0,0.0,12.0,0.0,0.0,383.0
54,2004,10,6,AA,ORD,IL,1200,155.0,925.0,0.0,0.0,8.0,0.0,36.0,44.0
55,2004,10,1,AA,DFW,TX,600,69.0,224.0,0.0,0.0,115.0,0.0,0.0,115.0
56,2004,10,6,AA,ORD,IL,805,156.0,925.0,0.0,0.0,18.0,0.0,0.0,18.0
57,2004,10,5,AA,DFW,TX,1715,69.0,224.0,0.0,1.0,7.0,0.0,14.0,22.0
58,2004,10,1,AA,DFW,TX,1715,69.0,224.0,0.0,0.0,0.0,0.0,158.0,158.0
59,2004,10,3,AA,DFW,TX,1715,69.0,224.0,0.0,0.0,25.0,0.0,67.0,92.0
60,2004,10,2,AA,DFW,TX,1715,69.0,224.0,0.0,0.0,10.0,0.0,16.0,26.0
61,2004,10,5,AA,DFW,TX,1715,69.0,224.0,0.0,0.0,1.0,0.0,32.0,33.0
62,2004,10,7,AA,DFW,TX,1715,69.0,224.0,0.0,0.0,47.0,0.0,63.0,110.0
