,YEAR,MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,DEST,DEST_STATE_ABR,CRS_DEP_TIME,CRS_ELAPSED_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,ARR_DELAY
0,2012,7,4,AA,DFW,TX,855,75.0,224.0,18.0,0.0,0.0,0.0,0.0,18.0
1,2012,7,3,AA,DFW,TX,855,75.0,224.0,0.0,0.0,0.0,0.0,95.0,95.0
2,2012,7,4,AA,DFW,TX,855,75.0,224.0,0.0,0.0,0.0,0.0,74.0,74.0
3,2012,7,7,AA,DFW,TX,1800,80.0,224.0,10.0,0.0,0.0,0.0,77.0,87.0
4,2012,7,1,AA,DFW,TX,1800,80.0,224.0,0.0,0.0,15.0,0.0,106.0,121.0
5,2012,7,5,AA,DFW,TX,1800,80.0,224.0,0.0,3.0,0.0,0.0,40.0,43.0
6,2012,7,6,AA,DFW,TX,1800,80.0,224.0,0.0,0.0,15.0,0.0,13.0,28.0
7,2012,7,1,AA,DFW,TX,1800,80.0,224.0,0.0,0.0,0.0,0.0,18.0,18.0
8,2012,7,2,AA,DFW,TX,1800,80.0,224.0,0.0,0.0,2.0,0.0,30.0,32.0
9,2012,7,4,AA,DFW,TX,1800,80.0,224.0,0.0,4.0,0.0,0.0,29.0,33.0
10,2012,7,5,AA,DFW,TX,1800,80.0,224.0,0.0,187.0,14.0,0.0,0.0,201.0
11,2012,7,7,AA,DFW,TX,1800,80.0,224.0,0.0,13.0,1.0,0.0,6.0,20.0
12,2012,7,4,AA,DFW,TX,1800,80.0,224.0,0.0,0.0,18.0,0.0,15.0,33.0
13,2012,7,5,AA,DFW,TX,1800,80.0,224.0,0.0,0.0,2.0,0.0,21.0,23.0
14,2012,7,1,AA,DFW,TX,1955,75.0,224.0,0.0,0.0,31.0,0.0,26.0,57.0
15,2012,7,2,AA,DFW,TX,1955,75.0,224.0,0.0,0.0,25.0,0.0,0.0,25.0
16,2012,7,7,AA,DFW,TX,1955,75.0,224.0,0.0,0.0,0.0,0.0,57.0,57.0
17,2012,7,1,AA,DFW,TX,1955,75.0,224.0,0.0,0.0,0.0,0.0,16.0,16.0
18,2012,7,2,AA,DFW,TX,1955,75.0,224.0,0.0,0.0,0.0,0.0,41.0,41.0
19,2012,7,7,AA,DFW,TX,1420,75.0,224.0,0.0,4.0,15.0,0.0,40.0,59.0
20,2012,7,1,AA,DFW,TX,1420,75.0,224.0,0.0,4.0,5.0,0.0,200.0,209.0
21,2012,7,3,AA,DFW,TX,1420,75.0,224.0,0.0,4.0,4.0,0.0,87.0,95.0
22,2012,7,5,AA,DFW,TX,1420,75.0,224.0,0.0,9.0,0.0,0.0,180.0,189.0
23,2012,7,7,AA,DFW,TX,1420,75.0,224.0,0.0,2.0,0.0,0.0,54.0,56.0
24,2012,7,5,AA,DFW,TX,1420,75.0,224.0,74.0,0.0,0.0,0.0,1.0,75.0
25,2012,7,2,AA,DFW,TX,1420,75.0,224.0,0.0,0.0,2.0,0.0,20.0,22.0
26,2012,7,7,AA,DFW,TX,1130,75.0,224.0,0.0,3.0,3.0,0.0,22.0,28.0
27,2012,7,3,AA,DFW,TX,1130,75.0,224.0,0.0,10.0,1.0,0.0,155.0,166.0
28,2012,7,4,AA,DFW,TX,1130,75.0,224.0,0.0,1.0,0.0,0.0,97.0,98.0
29,2012,7,5,AA,DFW,TX,1130,75.0,224.0,0.0,7.0,0.0,0.0,182.0,189.0
30,2012,7,5,AA,DFW,TX,1130,75.0,224.0,0.0,0.0,0.0,0.0,47.0,47.0
31,2012,7,6,AA,DFW,TX,1130,75.0,224.0,0.0,0.0,0.0,0.0,29.0,29.0
32,2012,7,1,AA,DFW,TX,1130,75.0,224.0,2.0,0.0,0.0,0.0,29.0,31.0
33,2012,7,6,AA,MIA,FL,1340,155.0,964.0,0.0,0.0,2.0,0.0,36.0,38.0
34,2012,7,1,AA,MIA,FL,1340,155.0,964.0,0.0,7.0,17.0,0.0,6.0,30.0
35,2012,7,4,AA,MIA,FL,1340,155.0,964.0,0.0,2.0,0.0,0.0,90.0,92.0
36,2012,7,6,AA,MIA,FL,1340,155.0,964.0,0.0,13.0,7.0,0.0,0.0,20.0
37,2012,7,7,AA,MIA,FL,1340,155.0,964.0,0.0,13.0,6.0,0.0,11.0,30.0
38,2012,7,6,AA,MIA,FL,1340,155.0,964.0,13.0,0.0,7.0,0.0,0.0,20.0
39,2012,7,7,AA,MIA,FL,1340,155.0,964.0,0.0,0.0,3.0,0.0,13.0,16.0
40,2012,7,1,AA,MIA,FL,1340,155.0,964.0,5.0,0.0,0.0,0.0,14.0,19.0
41,2012,7,3,AA,MIA,FL,600,145.0,964.0,0.0,0.0,25.0,0.0,0.0,25.0
42,2012,7,5,AA,MIA,FL,600,145.0,964.0,0.0,0.0,32.0,0.0,0.0,32.0
43,2012,7,4,AA,MIA,FL,600,145.0,964.0,138.0,0.0,0.0,0.0,0.0,138.0
44,2012,7,5,AA,MIA,FL,600,145.0,964.0,0.0,0.0,17.0,0.0,0.0,17.0
45,2012,7,7,AA,DFW,TX,1615,80.0,224.0,0.0,0.0,15.0,0.0,0.0,15.0
46,2012,7,4,AA,DFW,TX,1615,80.0,224.0,0.0,0.0,0.0,0.0,35.0,35.0
47,2012,7,7,AA,DFW,TX,1615,80.0,224.0,7.0,0.0,2.0,0.0,55.0,64.0
48,2012,7,1,AA,DFW,TX,1615,80.0,224.0,0.0,0.0,0.0,0.0,59.0,59.0
