,YEAR,MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,DEST,DEST_STATE_ABR,CRS_DEP_TIME,CRS_ELAPSED_TIME,DISTANCE,ARR_DELAY_NEW
104,2012,7,7,AA,MIA,FL,1755,155.0,964.0,98.0
105,2012,7,4,AA,MIA,FL,1755,155.0,964.0,1.0
106,2012,7,7,AA,MIA,FL,1755,155.0,964.0,132.0
107,2012,7,2,AA,MIA,FL,1755,155.0,964.0,5.0
108,2012,7,7,AA,MIA,FL,600,145.0,964.0,5.0
109,2012,7,7,AA,MIA,FL,1010,155.0,964.0,11.0
110,2012,7,3,AA,MIA,FL,1010,155.0,964.0,10.0
111,2012,7,6,AA,MIA,FL,1010,155.0,964.0,19.0
112,2012,7,7,AA,MIA,FL,1010,155.0,964.0,56.0
113,2012,7,1,AA,MIA,FL,1010,155.0,964.0,5.0
114,2012,7,3,AA,MIA,FL,1010,155.0,964.0,68.0
115,2012,7,4,AA,MIA,FL,1010,155.0,964.0,112.0
116,2012,7,5,AA,MIA,FL,1010,155.0,964.0,62.0
117,2012,7,6,AA,MIA,FL,1010,155.0,964.0,29.0
118,2012,7,7,AA,MIA,FL,1010,155.0,964.0,4.0
119,2012,7,6,AA,MIA,FL,1010,155.0,964.0,21.0
120,2012,7,3,AA,MIA,FL,1010,155.0,964.0,2.0
121,2012,7,1,AA,MIA,FL,1010,155.0,964.0,34.0
122,2012,7,4,AA,DFW,TX,710,70.0,224.0,29.0
123,2012,7,4,AA,DFW,TX,710,70.0,224.0,26.0
124,2012,7,6,AA,DFW,TX,710,70.0,224.0,1.0
125,2012,7,1,AS,SEA,WA,1730,269.0,1874.0,3.0
126,2012,7,2,AS,SEA,WA,1730,269.0,1874.0,19.0
127,2012,7,7,AS,SEA,WA,1730,269.0,1874.0,15.0
128,2012,7,1,AS,SEA,WA,1730,269.0,1874.0,49.0
129,2012,7,6,AS,SEA,WA,1730,269.0,1874.0,59.0
130,2012,7,5,AS,SEA,WA,1730,265.0,1874.0,92.0
131,2012,7,5,AS,SEA,WA,1730,269.0,1874.0,94.0
132,2012,7,6,AS,SEA,WA,1730,269.0,1874.0,2.0
133,2012,7,7,AS,SEA,WA,1730,265.0,1874.0,21.0
134,2012,7,4,AS,SEA,WA,1730,265.0,1874.0,12.0
135,2012,7,1,AS,SEA,WA,1730,265.0,1874.0,29.0
136,2012,7,2,AS,SEA,WA,1730,265.0,1874.0,55.0
137,2012,7,7,DL,ATL,GA,1755,130.0,689.0,17.0
138,2012,7,7,DL,ATL,GA,555,128.0,689.0,322.0
139,2012,7,1,DL,MSP,MN,735,169.0,1034.0,103.0
140,2012,7,3,DL,ATL,GA,700,132.0,689.0,71.0
141,2012,7,1,DL,ATL,GA,1330,129.0,689.0,9.0
142,2012,7,2,DL,ATL,GA,1600,133.0,689.0,120.0
143,2012,7,2,DL,ATL,GA,1330,129.0,689.0,6.0
144,2012,7,2,DL,MSP,MN,735,169.0,1034.0,7.0
145,2012,7,6,DL,ATL,GA,1600,133.0,689.0,4.0
146,2012,7,6,DL,ATL,GA,1755,126.0,689.0,37.0
147,2012,7,7,DL,ATL,GA,1600,133.0,689.0,3.0
148,2012,7,2,DL,ATL,GA,1600,133.0,689.0,30.0
149,2012,7,2,DL,ATL,GA,1755,128.0,689.0,191.0
150,2012,7,7,DL,ATL,GA,908,124.0,689.0,64.0
151,2012,7,1,DL,ATL,GA,1330,130.0,689.0,55.0
152,2012,7,1,DL,MSP,MN,735,169.0,1034.0,19.0
153,2012,7,2,DL,MSP,MN,1315,167.0,1034.0,5.0
154,2012,7,2,DL,ATL,GA,1330,129.0,689.0,21.0
155,2012,7,2,DL,MSP,MN,735,169.0,1034.0,59.0
156,2012,7,3,DL,ATL,GA,1620,127.0,689.0,29.0
157,2012,7,3,DL,ATL,GA,910,124.0,689.0,75.0
158,2012,7,3,DL,ATL,GA,1330,129.0,689.0,30.0
159,2012,7,5,DL,ATL,GA,1600,133.0,689.0,4.0
160,2012,7,5,DL,ATL,GA,1755,130.0,689.0,214.0
161,2012,7,4,DL,ATL,GA,1620,127.0,689.0,42.0
162,2012,7,4,DL,ATL,GA,910,124.0,689.0,133.0
163,2012,7,4,DL,ATL,GA,1330,129.0,689.0,48.0
164,2012,7,3,DL,MSP,MN,730,169.0,1034.0,36.0
165,2012,7,4,DL,ATL,GA,1745,130.0,689.0,31.0
166,2012,7,4,DL,ATL,GA,700,132.0,689.0,14.0
167,2012,7,4,DL,ATL,GA,550,128.0,689.0,2.0
168,2012,7,4,DL,MSP,MN,730,169.0,1034.0,88.0
169,2012,7,5,DL,ATL,GA,1745,130.0,689.0,100.0
170,2012,7,5,DL,ATL,GA,1330,129.0,689.0,276.0
171,2012,7,5,DL,ATL,GA,550,128.0,689.0,2.0
172,2012,7,5,DL,MSP,MN,730,169.0,1034.0,2.0
173,2012,7,5,DL,ATL,GA,1620,127.0,689.0,174.0
174,2012,7,5,DL,ATL,GA,910,124.0,689.0,42.0
175,2012,7,6,DL,ATL,GA,1330,129.0,689.0,10.0
176,2012,7,6,DL,MSP,MN,730,169.0,1034.0,75.0
177,2012,7,7,DL,ATL,GA,1620,127.0,689.0,20.0
178,2012,7,7,DL,ATL,GA,1330,130.0,689.0,184.0
179,2012,7,1,DL,ATL,GA,1620,127.0,689.0,118.0
180,2012,7,1,DL,ATL,GA,1330,129.0,689.0,44.0
181,2012,7,3,DL,ATL,GA,1745,130.0,689.0,11.0
182,2012,7,2,DL,ATL,GA,1620,127.0,689.0,30.0
183,2012,7,2,DL,ATL,GA,1745,130.0,689.0,27.0
184,2012,7,3,DL,ATL,GA,1620,127.0,689.0,96.0
185,2012,7,3,DL,ATL,GA,910,124.0,689.0,6.0
186,2012,7,2,DL,ATL,GA,1330,129.0,689.0,93.0
187,2012,7,3,DL,MSP,MN,730,169.0,1034.0,41.0
188,2012,7,4,DL,ATL,GA,1745,130.0,689.0,16.0
189,2012,7,5,DL,ATL,GA,1745,130.0,689.0,42.0
190,2012,7,2,DL,MSP,MN,730,169.0,1034.0,1.0
191,2012,7,3,DL,ATL,GA,1745,130.0,689.0,59.0
192,2012,7,4,DL,ATL,GA,910,124.0,689.0,7.0
193,2012,7,4,DL,ATL,GA,1330,129.0,689.0,2.0
194,2012,7,4,DL,ATL,GA,550,128.0,689.0,7.0
195,2012,7,4,DL,MSP,MN,730,169.0,1034.0,120.0
196,2012,7,7,DL,ATL,GA,1745,130.0,689.0,31.0
197,2012,7,5,DL,ATL,GA,700,132.0,689.0,6.0
198,2012,7,6,DL,ATL,GA,1620,127.0,689.0,15.0
199,2012,7,6,DL,ATL,GA,910,124.0,689.0,4.0
200,2012,7,6,DL,ATL,GA,1330,129.0,689.0,6.0
201,2012,7,7,DL,ATL,GA,1620,127.0,689.0,12.0
202,2012,7,1,DL,ATL,GA,1745,130.0,689.0,6.0
203,2012,7,4,DL,ATL,GA,1620,127.0,689.0,26.0
204,2012,7,5,DL,ATL,GA,910,124.0,689.0,2.0
205,2012,7,5,DL,ATL,GA,1330,129.0,689.0,72.0
206,2012,7,5,DL,ATL,GA,550,128.0,689.0,10.0
207,2012,7,2,DL,MSP,MN,730,169.0,1034.0,10.0
208,2012,7,3,DL,MSP,MN,730,169.0,1034.0,6.0
209,2012,7,3,DL,ATL,GA,1330,129.0,689.0,17.0
210,2012,7,3,DL,ATL,GA,1620,127.0,689.0,57.0
211,2012,7,4,DL,ATL,GA,1620,127.0,689.0,29.0
212,2012,7,4,DL,ATL,GA,910,124.0,689.0,8.0
213,2012,7,4,DL,ATL,GA,1330,129.0,689.0,12.0
214,2012,7,4,DL,ATL,GA,1745,130.0,689.0,30.0
215,2012,7,5,DL,ATL,GA,1745,130.0,689.0,27.0
216,2012,7,6,DL,ATL,GA,1620,127.0,689.0,26.0
217,2012,7,5,DL,MSP,MN,730,169.0,1034.0,82.0
218,2012,7,5,DL,ATL,GA,1620,127.0,689.0,42.0
219,2012,7,7,DL,ATL,GA,1745,130.0,689.0,10.0
220,2012,7,7,DL,ATL,GA,1620,127.0,689.0,1.0
221,2012,7,2,DL,ATL,GA,1745,130.0,689.0,9.0
222,2012,7,1,DL,MSP,MN,730,169.0,1034.0,600.0
223,2012,7,6,DL,ATL,GA,908,124.0,689.0,4.0
224,2012,7,6,DL,ATL,GA,1330,129.0,689.0,5.0
225,2012,7,7,DL,ATL,GA,1330,129.0,689.0,6.0
226,2012,7,1,DL,ATL,GA,1600,133.0,689.0,144.0
227,2012,7,1,DL,ATL,GA,1755,130.0,689.0,147.0
228,2012,7,2,DL,ATL,GA,700,132.0,689.0,47.0
229,2012,7,4,EV,TYR,TX,800,56.0,163.0,32.0
230,2012,7,4,EV,TYR,TX,800,56.0,163.0,28.0
231,2012,7,6,EV,MSY,LA,1314,73.0,305.0,18.0
232,2012,7,6,EV,MSY,LA,1335,73.0,305.0,22.0
233,2012,7,6,EV,MSY,LA,1335,73.0,305.0,93.0
234,2012,7,6,EV,MSY,LA,1413,73.0,305.0,98.0
235,2012,7,1,EV,AUS,TX,2252,46.0,140.0,67.0
236,2012,7,2,EV,CRP,TX,725,56.0,201.0,5.0
237,2012,7,7,EV,ACT,TX,1531,62.0,159.0,16.0
238,2012,7,6,EV,ACT,TX,1748,62.0,159.0,7.0
239,2012,7,2,EV,ACT,TX,1510,62.0,159.0,56.0
240,2012,7,2,EV,ACT,TX,1510,62.0,159.0,46.0
241,2012,7,4,EV,ACT,TX,1510,62.0,159.0,64.0
242,2012,7,7,EV,JAN,MS,1618,79.0,351.0,28.0
243,2012,7,6,EV,CLL,TX,1820,45.0,74.0,113.0
244,2012,7,3,EV,CLL,TX,1820,45.0,74.0,8.0
245,2012,7,4,EV,CLL,TX,1820,45.0,74.0,57.0
246,2012,7,2,EV,CLL,TX,1820,45.0,74.0,3.0
247,2012,7,7,EV,CLL,TX,1820,45.0,74.0,4.0
248,2012,7,6,EV,CLL,TX,1820,45.0,74.0,4.0
249,2012,7,1,EV,CLL,TX,1820,45.0,74.0,9.0
250,2012,7,7,EV,CLL,TX,1820,45.0,74.0,113.0
251,2012,7,1,EV,BHM,AL,1915,103.0,562.0,7.0
252,2012,7,6,EV,BHM,AL,1915,103.0,562.0,3.0
253,2012,7,4,EV,BHM,AL,1915,103.0,562.0,142.0
254,2012,7,3,EV,BHM,AL,1915,103.0,562.0,44.0
255,2012,7,5,EV,BHM,AL,1915,103.0,562.0,89.0
256,2012,7,6,EV,BHM,AL,1915,103.0,562.0,71.0
257,2012,7,4,EV,BHM,AL,1915,103.0,562.0,117.0
258,2012,7,3,EV,BHM,AL,1915,103.0,562.0,16.0
259,2012,7,2,EV,BHM,AL,1915,103.0,562.0,52.0
260,2012,7,7,EV,BHM,AL,1915,103.0,562.0,11.0
261,2012,7,5,EV,BHM,AL,1915,103.0,562.0,232.0
262,2012,7,6,EV,BHM,AL,1915,103.0,562.0,1.0
263,2012,7,1,EV,BHM,AL,1915,103.0,562.0,59.0
264,2012,7,7,EV,BHM,AL,1915,103.0,562.0,41.0
265,2012,7,5,EV,BHM,AL,1915,103.0,562.0,7.0
266,2012,7,3,EV,BHM,AL,1915,103.0,562.0,24.0
267,2012,7,4,EV,BHM,AL,1915,103.0,562.0,10.0
268,2012,7,2,EV,LIT,AR,1254,81.0,374.0,1.0
269,2012,7,4,EV,RDU,NC,1302,171.0,1042.0,14.0
270,2012,7,7,EV,ACT,TX,1106,56.0,159.0,17.0
271,2012,7,1,EV,ACT,TX,1106,56.0,159.0,9.0
272,2012,7,2,EV,ACT,TX,1106,56.0,159.0,30.0
273,2012,7,5,EV,ACT,TX,1106,56.0,159.0,45.0
274,2012,7,6,EV,ACT,TX,1106,56.0,159.0,17.0
275,2012,7,4,EV,ACT,TX,1106,56.0,159.0,61.0
276,2012,7,1,EV,ACT,TX,1106,56.0,159.0,26.0
277,2012,7,2,EV,ACT,TX,1106,56.0,159.0,60.0
278,2012,7,4,EV,ACT,TX,1106,56.0,159.0,47.0
279,2012,7,7,EV,MCI,MO,915,120.0,643.0,37.0
280,2012,7,5,EV,DAL,TX,1530,63.0,216.0,10.0
281,2012,7,2,EV,DAL,TX,1530,63.0,216.0,90.0
282,2012,7,6,EV,BHM,AL,1915,103.0,562.0,29.0
283,2012,7,7,EV,BHM,AL,1915,103.0,562.0,10.0
284,2012,7,1,EV,BHM,AL,1915,103.0,562.0,34.0
285,2012,7,2,EV,BHM,AL,1915,103.0,562.0,110.0
286,2012,7,4,EV,BHM,AL,1900,103.0,562.0,11.0
287,2012,7,5,EV,BHM,AL,1915,103.0,562.0,51.0
288,2012,7,2,EV,BHM,AL,1900,103.0,562.0,30.0
289,2012,7,1,EV,BHM,AL,1900,103.0,562.0,48.0
290,2012,7,7,EV,BHM,AL,1900,103.0,562.0,156.0
291,2012,7,7,EV,LIT,AR,730,83.0,374.0,22.0
292,2012,7,4,EV,MFE,TX,900,70.0,316.0,21.0
293,2012,7,6,EV,MSY,LA,1701,73.0,305.0,54.0
294,2012,7,2,EV,SHV,LA,1205,64.0,192.0,6.0
295,2012,7,1,EV,AEX,LA,1115,66.0,190.0,184.0
296,2012,7,2,EV,AEX,LA,1115,66.0,190.0,49.0
297,2012,7,6,EV,AEX,LA,1115,66.0,190.0,24.0
298,2012,7,6,EV,JAN,MS,1010,77.0,351.0,9.0
299,2012,7,6,EV,JAN,MS,1010,77.0,351.0,84.0
300,2012,7,6,EV,JAN,MS,1010,77.0,351.0,54.0
301,2012,7,5,EV,SHV,LA,1525,67.0,192.0,147.0
302,2012,7,3,EV,SHV,LA,1525,67.0,192.0,90.0
303,2012,7,4,EV,SHV,LA,1525,67.0,192.0,225.0
304,2012,7,7,EV,SHV,LA,1525,67.0,192.0,1.0
305,2012,7,2,EV,SHV,LA,1525,67.0,192.0,49.0
306,2012,7,1,EV,SHV,LA,1525,67.0,192.0,72.0
307,2012,7,2,EV,SHV,LA,1525,67.0,192.0,11.0
308,2012,7,4,EV,SHV,LA,1530,67.0,192.0,18.0
309,2012,7,5,EV,SHV,LA,1525,67.0,192.0,31.0
310,2012,7,1,EV,SHV,LA,1525,67.0,192.0,144.0
311,2012,7,2,EV,SHV,LA,1525,67.0,192.0,112.0
312,2012,7,7,EV,SHV,LA,1525,67.0,192.0,11.0
313,2012,7,2,EV,SHV,LA,1525,67.0,192.0,11.0
314,2012,7,5,EV,DRT,TX,1510,80.0,339.0,102.0
315,2012,7,2,EV,DAL,TX,1530,63.0,216.0,75.0
316,2012,7,4,EV,DAL,TX,1530,63.0,216.0,21.0
317,2012,7,6,EV,MEM,TN,1438,95.0,468.0,47.0
318,2012,7,6,EV,MEM,TN,1438,95.0,468.0,54.0
319,2012,7,6,EV,MEM,TN,1438,95.0,468.0,11.0
320,2012,7,5,EV,BHM,AL,1255,104.0,562.0,2.0
321,2012,7,2,EV,BTR,LA,1725,64.0,253.0,83.0
322,2012,7,2,EV,BTR,LA,1725,64.0,253.0,57.0
323,2012,7,1,EV,BTR,LA,1725,64.0,253.0,71.0
324,2012,7,2,EV,BTR,LA,1725,64.0,253.0,20.0
325,2012,7,5,EV,BTR,LA,1725,64.0,253.0,14.0
326,2012,7,7,EV,CHS,SC,1413,149.0,925.0,16.0
327,2012,7,1,EV,MLU,LA,730,74.0,262.0,47.0
328,2012,7,3,EV,MLU,LA,730,74.0,262.0,133.0
329,2012,7,5,EV,MLU,LA,730,74.0,262.0,1.0
330,2012,7,5,EV,MLU,LA,730,74.0,262.0,2.0
331,2012,7,4,EV,MLU,LA,730,74.0,262.0,46.0
332,2012,7,2,EV,ATL,GA,2110,126.0,689.0,4.0
333,2012,7,2,EV,ATL,GA,2110,126.0,689.0,64.0
334,2012,7,2,EV,ATL,GA,2110,126.0,689.0,137.0
335,2012,7,2,EV,ATL,GA,2110,126.0,689.0,6.0
336,2012,7,6,EV,LFT,LA,1616,56.0,201.0,2.0
337,2012,7,6,EV,LFT,LA,1656,57.0,201.0,57.0
338,2012,7,6,EV,LFT,LA,1616,56.0,201.0,2.0
339,2012,7,6,EV,LFT,LA,1616,56.0,201.0,16.0
340,2012,7,2,EV,MOB,AL,730,84.0,427.0,9.0
341,2012,7,1,EV,MOB,AL,730,84.0,427.0,20.0
342,2012,7,3,EV,MOB,AL,730,84.0,427.0,33.0
343,2012,7,5,EV,MOB,AL,745,84.0,427.0,10.0
344,2012,7,1,EV,MOB,AL,730,84.0,427.0,36.0
345,2012,7,2,EV,MOB,AL,730,84.0,427.0,49.0
346,2012,7,4,EV,MOB,AL,730,84.0,427.0,188.0
347,2012,7,3,EV,MOB,AL,730,84.0,427.0,34.0
348,2012,7,5,EV,MOB,AL,730,84.0,427.0,6.0
349,2012,7,6,EV,MOB,AL,730,84.0,427.0,22.0
350,2012,7,1,EV,MOB,AL,730,84.0,427.0,13.0
351,2012,7,5,EV,AMA,TX,2025,100.0,517.0,52.0
352,2012,7,1,EV,AMA,TX,2025,100.0,517.0,20.0
353,2012,7,4,EV,AMA,TX,2025,100.0,517.0,75.0
354,2012,7,1,EV,AEX,LA,1115,66.0,190.0,10.0
355,2012,7,1,EV,SAT,TX,900,56.0,191.0,6.0
356,2012,7,7,EV,SAT,TX,900,56.0,191.0,4.0
357,2012,7,4,EV,SAT,TX,900,56.0,191.0,363.0
358,2012,7,3,EV,SAT,TX,900,56.0,191.0,87.0
359,2012,7,5,EV,SAT,TX,900,56.0,191.0,111.0
360,2012,7,6,EV,SAT,TX,900,56.0,191.0,32.0
361,2012,7,2,EV,SAT,TX,900,56.0,191.0,3.0
362,2012,7,7,EV,SAT,TX,900,56.0,191.0,7.0
363,2012,7,1,EV,SAT,TX,900,56.0,191.0,4.0
364,2012,7,5,EV,SAT,TX,900,56.0,191.0,7.0
365,2012,7,6,EV,SAT,TX,900,56.0,191.0,7.0
366,2012,7,1,EV,SAT,TX,900,56.0,191.0,9.0
367,2012,7,3,EV,SAT,TX,900,56.0,191.0,3.0
368,2012,7,5,EV,SAT,TX,900,56.0,191.0,2.0
369,2012,7,7,EV,BTR,LA,1045,63.0,253.0,16.0
370,2012,7,1,EV,BTR,LA,1025,63.0,253.0,48.0
371,2012,7,7,EV,MKE,WI,1251,161.0,984.0,49.0
372,2012,7,5,EV,MKE,WI,1251,161.0,984.0,7.0
373,2012,7,4,EV,MKE,WI,1251,161.0,984.0,15.0
374,2012,7,5,EV,MKE,WI,1251,161.0,984.0,14.0
375,2012,7,1,EV,MKE,WI,1251,161.0,984.0,3.0
376,2012,7,7,EV,MKE,WI,1251,161.0,984.0,46.0
377,2012,7,7,EV,MKE,WI,1251,161.0,984.0,12.0
378,2012,7,3,EV,MKE,WI,1251,161.0,984.0,2.0
379,2012,7,2,EV,TUL,OK,1250,90.0,429.0,10.0
380,2012,7,6,EV,TUL,OK,1250,90.0,429.0,18.0
381,2012,7,5,EV,TUL,OK,1250,90.0,429.0,258.0
382,2012,7,3,EV,TUL,OK,1250,90.0,429.0,97.0
383,2012,7,1,EV,TUL,OK,1250,90.0,429.0,78.0
384,2012,7,7,EV,TUL,OK,1250,90.0,429.0,2.0
385,2012,7,4,EV,TUL,OK,1250,90.0,429.0,1.0
386,2012,7,7,EV,TUL,OK,1250,90.0,429.0,18.0
387,2012,7,2,EV,TUL,OK,1250,90.0,429.0,2.0
388,2012,7,3,EV,TUL,OK,1250,90.0,429.0,24.0
389,2012,7,4,EV,TUL,OK,1250,90.0,429.0,33.0
390,2012,7,7,EV,ATL,GA,1007,133.0,689.0,7.0
391,2012,7,2,EV,ATL,GA,1007,133.0,689.0,17.0
392,2012,7,5,EV,ATL,GA,1007,133.0,689.0,19.0
393,2012,7,1,EV,SAT,TX,1130,61.0,191.0,47.0
394,2012,7,7,EV,OKC,OK,1444,82.0,395.0,84.0
395,2012,7,2,EV,OKC,OK,1444,82.0,395.0,24.0
396,2012,7,5,EV,OKC,OK,1444,82.0,395.0,10.0
397,2012,7,3,EV,OKC,OK,1444,82.0,395.0,30.0
398,2012,7,4,EV,OKC,OK,1444,82.0,395.0,87.0
399,2012,7,5,EV,OKC,OK,1444,82.0,395.0,146.0
400,2012,7,5,EV,OKC,OK,1444,82.0,395.0,11.0
401,2012,7,7,EV,OKC,OK,1444,82.0,395.0,61.0
402,2012,7,5,EV,OKC,OK,1444,82.0,395.0,62.0
403,2012,7,6,EV,MAF,TX,1425,83.0,429.0,1.0
404,2012,7,1,EV,MAF,TX,1425,83.0,429.0,7.0
405,2012,7,6,EV,MAF,TX,1435,83.0,429.0,54.0
406,2012,7,7,EV,MAF,TX,1448,83.0,429.0,47.0
