,YEAR,MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,DEST,DEST_STATE_ABR,CRS_DEP_TIME,CRS_ARR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
51943,2006,2,5,XE,AUS,TX,1045,1137,140.0,0,0,1,0,0
51944,2006,2,5,XE,AEX,LA,1925,2034,190.0,1,0,1,0,0
51945,2006,2,3,XE,CMH,OH,1610,1943,986.0,0,0,0,1,0
51946,2006,2,5,XE,OMA,NE,915,1128,781.0,0,0,1,0,1
51947,2006,2,3,XE,BNA,TN,1535,1730,657.0,0,0,0,1,1
51948,2006,2,6,XE,OKC,OK,1140,1300,395.0,0,0,1,0,0
51949,2006,2,6,XE,PSP,CA,1800,1935,1269.0,1,0,0,0,0
51950,2006,2,7,XE,DSM,IA,1935,2154,802.0,1,0,1,0,0
51951,2006,2,3,XE,MSP,MN,1415,1655,1034.0,0,0,1,0,0
51952,2006,2,5,XE,ICT,KS,1420,1600,542.0,1,0,0,0,0
51953,2006,2,7,XE,AMA,TX,1740,1919,519.0,0,0,1,0,0
51954,2006,2,4,XE,SRQ,FL,1900,2218,796.0,0,1,0,0,0
51955,2006,2,2,XE,LIT,AR,745,909,374.0,1,0,1,0,0
51956,2006,2,3,XE,XNA,AR,1310,1438,438.0,0,0,0,1,0
51957,2006,2,2,XE,SLC,UT,725,945,1195.0,0,0,1,1,0
51958,2006,2,2,XE,COS,CO,2120,2243,809.0,0,0,1,0,0
51959,2006,2,3,XE,DCA,VA,2050,40,1208.0,1,0,1,0,0
51960,2006,2,5,XE,PIT,PA,1610,2002,1117.0,0,0,1,0,0
51961,2006,2,4,XE,ABQ,NM,940,1058,744.0,1,0,1,0,0
51962,2006,2,5,XE,PBI,FL,1040,1407,956.0,0,0,1,0,0
51963,2006,2,5,XE,COS,CO,2115,2238,809.0,1,0,1,0,0
51964,2006,2,5,XE,PIT,PA,1025,1412,1117.0,0,0,1,0,0
51965,2006,2,4,XE,OMA,NE,905,1120,781.0,0,0,0,0,1
51966,2006,2,2,XE,ORD,IL,905,1137,925.0,0,0,1,0,0
51967,2006,2,5,XE,DCA,VA,2050,40,1208.0,0,1,0,0,1
51968,2006,2,5,XE,BRO,TX,2115,2231,308.0,1,0,0,0,1
51969,2006,2,1,XE,AEX,LA,1155,1255,190.0,0,0,0,1,1
51970,2006,2,1,XE,BRO,TX,920,1037,308.0,1,0,1,0,0
51971,2006,2,3,XE,HSV,AL,1845,2030,595.0,0,0,1,1,0
51972,2006,2,5,XE,RDU,NC,1545,1920,1043.0,0,1,1,0,0
51973,2006,2,7,XE,CLL,TX,2120,2205,74.0,0,0,1,0,1
51974,2006,2,4,XE,COS,CO,1440,1605,809.0,0,0,1,0,0
51975,2006,2,6,XE,DFW,TX,1620,1727,224.0,0,1,1,0,0
51976,2006,2,4,XE,CVG,KY,1035,1400,871.0,1,0,0,0,0
