,YEAR,MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,CRS_DEP_TIME,CRS_ARR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
0,2009,7,4,9E,IAH,TX,ATL,GA,1025,1339,689.0,0,0,1,0,1
1,2009,7,7,9E,IAH,TX,ATL,GA,1025,1339,689.0,0,0,1,0,0
2,2009,7,2,9E,IAH,TX,ATL,GA,1025,1339,689.0,0,0,1,0,1
3,2009,7,3,9E,IAH,TX,ATL,GA,1025,1339,689.0,0,0,1,0,0
4,2009,7,6,9E,IAH,TX,ATL,GA,1025,1339,689.0,1,0,0,0,0
5,2009,7,5,9E,IAH,TX,ATL,GA,1025,1339,689.0,0,0,1,0,0
6,2009,7,4,9E,IAH,TX,ATL,GA,1025,1339,689.0,0,0,1,0,0
7,2009,7,5,9E,IAH,TX,ATL,GA,1025,1339,689.0,0,0,1,0,0
8,2009,7,1,9E,IAH,TX,MEM,TN,1620,1808,469.0,0,0,0,0,1
9,2009,7,4,9E,IAH,TX,MEM,TN,1620,1808,469.0,0,0,0,0,1
10,2009,7,5,9E,IAH,TX,MEM,TN,1620,1808,469.0,1,0,0,0,0
11,2009,7,1,9E,IAH,TX,MEM,TN,1620,1808,469.0,0,0,0,0,1
12,2009,7,2,9E,IAH,TX,MEM,TN,1620,1808,469.0,0,0,0,0,1
13,2009,7,4,9E,IAH,TX,MEM,TN,1620,1808,469.0,0,0,1,0,0
14,2009,7,3,9E,IAH,TX,MEM,TN,1620,1808,469.0,1,0,1,0,0
15,2009,7,4,9E,IAH,TX,MEM,TN,1620,1808,469.0,0,0,1,0,0
16,2009,7,5,9E,IAH,TX,MEM,TN,1620,1808,469.0,0,0,1,0,1
17,2009,7,4,9E,IAH,TX,MEM,TN,1200,1344,469.0,0,0,1,0,1
18,2009,7,3,9E,IAH,TX,MEM,TN,1200,1344,469.0,0,0,0,0,1
19,2009,7,4,9E,IAH,TX,MEM,TN,1200,1344,469.0,0,0,1,0,1
20,2009,7,2,9E,IAH,TX,MEM,TN,1200,1344,469.0,0,0,1,0,1
21,2009,7,5,9E,IAH,TX,MEM,TN,1200,1344,469.0,0,0,1,0,0
22,2009,7,7,AA,IAH,TX,DFW,TX,1635,1753,224.0,0,0,0,0,1
23,2009,7,4,AA,IAH,TX,DFW,TX,1635,1753,224.0,1,0,0,0,1
24,2009,7,3,AA,IAH,TX,DFW,TX,1635,1753,224.0,0,0,0,0,1
25,2009,7,4,AA,IAH,TX,DFW,TX,1635,1753,224.0,0,0,1,0,0
26,2009,7,7,AA,IAH,TX,DFW,TX,1635,1753,224.0,1,0,0,0,1
27,2009,7,1,AA,IAH,TX,DFW,TX,1635,1753,224.0,0,0,1,0,1
28,2009,7,5,AA,IAH,TX,DFW,TX,1635,1753,224.0,0,0,1,0,1
29,2009,7,7,AA,IAH,TX,MIA,FL,600,933,964.0,0,0,1,0,0
30,2009,7,6,AA,IAH,TX,DFW,TX,755,905,224.0,0,0,1,0,0
31,2009,7,2,AA,IAH,TX,DFW,TX,755,905,224.0,0,0,1,0,0
32,2009,7,2,AA,IAH,TX,DFW,TX,755,905,224.0,1,0,0,0,0
33,2009,7,3,AA,IAH,TX,DFW,TX,755,905,224.0,0,0,1,0,0
34,2009,7,5,AA,IAH,TX,DFW,TX,755,905,224.0,1,0,0,0,0
35,2009,7,1,AA,IAH,TX,DFW,TX,755,905,224.0,0,0,1,0,0
36,2009,7,2,AA,IAH,TX,DFW,TX,755,905,224.0,0,0,1,0,0
37,2009,7,1,AA,IAH,TX,DFW,TX,755,905,224.0,1,0,1,0,0
38,2009,7,4,AA,IAH,TX,DFW,TX,755,905,224.0,0,0,1,0,0
39,2009,7,2,AA,IAH,TX,DFW,TX,930,1040,224.0,0,1,1,0,1
40,2009,7,7,AA,IAH,TX,DFW,TX,930,1040,224.0,0,0,1,0,0
41,2009,7,1,AA,IAH,TX,DFW,TX,930,1040,224.0,0,0,1,0,0
42,2009,7,3,AA,IAH,TX,DFW,TX,930,1040,224.0,0,0,1,0,0
43,2009,7,2,AA,IAH,TX,DFW,TX,930,1040,224.0,0,0,1,0,1
44,2009,7,1,AA,IAH,TX,DFW,TX,930,1040,224.0,0,0,1,0,0
45,2009,7,3,AA,IAH,TX,DFW,TX,930,1040,224.0,0,0,1,0,0
46,2009,7,4,AA,IAH,TX,DFW,TX,930,1040,224.0,0,1,1,0,1
47,2009,7,5,AA,IAH,TX,DFW,TX,930,1040,224.0,0,0,1,0,0
48,2009,7,3,AA,IAH,TX,MIA,FL,1800,2135,964.0,1,0,0,0,1
49,2009,7,4,AA,IAH,TX,MIA,FL,1800,2135,964.0,1,0,0,0,1
50,2009,7,6,AA,IAH,TX,MIA,FL,1800,2135,964.0,0,0,1,0,1
51,2009,7,4,AA,IAH,TX,MIA,FL,1800,2135,964.0,0,0,0,0,1
52,2009,7,5,AA,IAH,TX,MIA,FL,1800,2135,964.0,1,0,0,0,1
53,2009,7,6,AA,IAH,TX,MIA,FL,1800,2135,964.0,0,0,1,0,0
54,2009,7,1,AA,IAH,TX,MIA,FL,1800,2135,964.0,0,0,0,0,1
55,2009,7,4,AA,IAH,TX,MIA,FL,1800,2135,964.0,0,0,1,0,1
56,2009,7,5,AA,IAH,TX,MIA,FL,1800,2135,964.0,0,1,1,0,0
57,2009,7,7,AA,IAH,TX,MIA,FL,1800,2135,964.0,0,1,0,0,0
58,2009,7,3,AA,IAH,TX,MIA,FL,1800,2135,964.0,0,0,0,0,1
59,2009,7,4,AA,IAH,TX,MIA,FL,1800,2135,964.0,0,0,1,0,0
60,2009,7,4,AA,IAH,TX,DFW,TX,1150,1310,224.0,0,0,1,0,1
61,2009,7,7,AA,IAH,TX,DFW,TX,1150,1310,224.0,0,0,0,0,1
